"time","_geo","geo","value","unit","_unit","age","_age","wstatus","_wstatus","sex","_sex","deg_urb","_deg_urb","_flag"
2000,"FI","Finland",9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2001,"FI","Finland",9.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"FI","Finland",9.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"FI","Finland",10.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"FI","Finland",10,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"FI","Finland",10.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"FI","Finland",9.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2007,"FI","Finland",9.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"FI","Finland",9.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"FI","Finland",9.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"FI","Finland",10.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"FI","Finland",9.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"FI","Finland",8.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"FI","Finland",9.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"FI","Finland",9.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"FI","Finland",9.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"FI","Finland",7.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"FI","Finland",8.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"FI","Finland",8.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"FI","Finland",7.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"FI","Finland",8.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"FR","France",13.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"FR","France",13.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"FR","France",13.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"FR","France",12.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"FR","France",12.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"FR","France",12.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"FR","France",12.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2007,"FR","France",12.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"FR","France",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"FR","France",12.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"FR","France",12.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"FR","France",12.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"FR","France",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"FR","France",9.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2014,"FR","France",8.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"FR","France",9.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"FR","France",8.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"FR","France",8.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"FR","France",8.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"FR","France",8.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"FR","France",8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"HR","Croatia",8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"HR","Croatia",7.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2004,"HR","Croatia",5.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","u"
2005,"HR","Croatia",5.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","bu"
2006,"HR","Croatia",4.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","bu"
2007,"HR","Croatia",4.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"HR","Croatia",4.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"HR","Croatia",5.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"HR","Croatia",5.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2011,"HR","Croatia",5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"HR","Croatia",5.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"HR","Croatia",4.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"HR","Croatia",2.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","bu"
2015,"HR","Croatia",2.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","u"
2016,"HR","Croatia",2.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","u"
2017,"HR","Croatia",3.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"HR","Croatia",3.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"HR","Croatia",3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","u"
2020,"HR","Croatia",2.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","u"
2000,"HU","Hungary",13.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"HU","Hungary",13.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2002,"HU","Hungary",12.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"HU","Hungary",12,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"HU","Hungary",12.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"HU","Hungary",12.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"HU","Hungary",12.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"HU","Hungary",11.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"HU","Hungary",11.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"HU","Hungary",11.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"HU","Hungary",10.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"HU","Hungary",11.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"HU","Hungary",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"HU","Hungary",11.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"HU","Hungary",11.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"HU","Hungary",11.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2016,"HU","Hungary",12.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"HU","Hungary",12.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"HU","Hungary",12.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"HU","Hungary",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"HU","Hungary",12.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"IE","Ireland",14.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"IE","Ireland",13.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2004,"IE","Ireland",13.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2005,"IE","Ireland",12.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"IE","Ireland",12.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"IE","Ireland",12,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2008,"IE","Ireland",11.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"IE","Ireland",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"IE","Ireland",11.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"IE","Ireland",11.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"IE","Ireland",9.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"IE","Ireland",8.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"IE","Ireland",6.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"IE","Ireland",6.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"IE","Ireland",6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"IE","Ireland",5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2018,"IE","Ireland",5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"IE","Ireland",5.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"IE","Ireland",5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"IS","Iceland",29.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"IS","Iceland",30.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"IS","Iceland",28.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"IS","Iceland",20.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"IS","Iceland",24.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"IS","Iceland",24.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"IS","Iceland",25.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","u"
2007,"IS","Iceland",23.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"IS","Iceland",24.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"IS","Iceland",21.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2010,"IS","Iceland",22.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"IS","Iceland",19.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"IS","Iceland",20.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"IS","Iceland",20.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"IS","Iceland",19.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"IS","Iceland",18.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"IS","Iceland",19.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"IS","Iceland",17.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"IS","Iceland",21.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"IS","Iceland",17.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"IS","Iceland",14.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2000,"IT","Italy",25.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"IT","Italy",25.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"IT","Italy",24.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"IT","Italy",23,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2004,"IT","Italy",23.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2005,"IT","Italy",22.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"IT","Italy",20.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"IT","Italy",19.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"IT","Italy",19.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"IT","Italy",19.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"IT","Italy",18.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"IT","Italy",17.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"IT","Italy",17.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"IT","Italy",16.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"IT","Italy",15,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"IT","Italy",14.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"IT","Italy",13.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"IT","Italy",14,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"IT","Italy",14.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"IT","Italy",13.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"IT","Italy",13.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"LT","Lithuania",16.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2001,"LT","Lithuania",14.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"LT","Lithuania",13.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2003,"LT","Lithuania",11.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2004,"LT","Lithuania",10.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2005,"LT","Lithuania",8.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"LT","Lithuania",8.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"LT","Lithuania",7.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"LT","Lithuania",7.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"LT","Lithuania",8.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"LT","Lithuania",7.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"LT","Lithuania",7.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"LT","Lithuania",6.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"LT","Lithuania",6.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"LT","Lithuania",5.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"LT","Lithuania",5.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"LT","Lithuania",4.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"LT","Lithuania",5.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"LT","Lithuania",4.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"LT","Lithuania",4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
